experiment,target,degree,n_terms,method,train_grid_size,eval_grid_size,train_rmse,train_mae,train_p95_error,train_p99_error,train_max_error,eval_rmse,eval_mae,eval_p95_error,eval_p99_error,eval_max_error,condition_number,linf_training_optimum
grid_robustness,transition,11,78,L2,41,251,0.0395480591873774,0.032396670706112976,0.07768249103132019,0.0944561432549608,0.14082756099017135,0.03908137059656732,0.03243337215188974,0.07718857762751935,0.09297282087992742,0.10953790944011443,10.753486401739197,
grid_robustness,transition,11,78,Linf,41,251,0.05077394939842968,0.04566890759277441,0.0715751733381127,0.07157517334299365,0.07157517339702202,0.050710552265895784,0.0456415789143066,0.0714192372754412,0.07175351628295534,0.07930380379622826,10.753486401739197,0.0715751733380965
grid_robustness,transition,12,91,L2,41,251,0.03954805918737739,0.03239667070611302,0.07768249103132352,0.09445614325496351,0.14082756099020288,0.0390813705965674,0.032433372151889885,0.0771885776275158,0.09297282087992692,0.1095379094401433,11.772279558584941,
grid_robustness,transition,12,91,Linf,41,251,0.050773949536678464,0.045668907776239505,0.07157517333810626,0.07157517343583834,0.07157519794644962,0.050710552370502524,0.04564157901641667,0.07141923865142386,0.0717535163461741,0.07930380379166835,11.772279558584941,0.0715751733381005
grid_robustness,transition,13,105,L2,41,251,0.026114207786740846,0.021327221229102702,0.05220388704466,0.06437035847230435,0.07697805660274026,0.025908657164505036,0.02131052662779363,0.05051609729438711,0.06347099551374724,0.06686743554372743,12.774750425406046,
grid_robustness,transition,13,105,Linf,41,251,0.03439929970310116,0.031020078483478323,0.04815203344100549,0.04815203344752057,0.048152033805096583,0.03436208638181716,0.030927185011235918,0.04848034113840849,0.04904044405638608,0.0494263566725508,12.774750425406046,0.04815203344096676
grid_robustness,transition,14,120,L2,41,251,0.026114207786740853,0.021327221229102685,0.05220388704465723,0.0643703584723047,0.07697805660275092,0.025908657164505057,0.021310526627793647,0.05051609729438861,0.0634709955137468,0.06686743554372832,13.840851688845886,
grid_robustness,transition,14,120,Linf,41,251,0.03439980765185751,0.03102225719607661,0.048152033441117514,0.04815203351824611,0.0481520423084949,0.034362470590745715,0.030927997070582275,0.04847248647687452,0.04905537150466588,0.0495585819038461,13.840851688845886,0.048152033440978105
grid_robustness,transition,15,136,L2,41,251,0.017267988204964523,0.013971510376437485,0.034551962760640764,0.04184677110444853,0.04541907275282531,0.0172175685517358,0.014031588554619898,0.033186774212811576,0.04314186127754316,0.045838811152696834,14.869671761612242,
grid_robustness,transition,15,136,Linf,41,251,0.023160115367156214,0.02074585654194534,0.03207628925787798,0.0320762895341121,0.03207629387867228,0.023135752735326788,0.020817677334740107,0.03252824232870566,0.03334256198776275,0.03363957864318223,14.869671761612242,0.032076289256561474
grid_robustness,transition,16,153,L2,41,251,0.01726798820496452,0.013971510376437481,0.03455196276064054,0.041846771104448566,0.04541907275282525,0.017217568551735812,0.014031588554619908,0.0331867742128118,0.043141861277542715,0.045838811152697334,15.98659532781521,
grid_robustness,transition,16,153,Linf,41,251,0.023160472742632648,0.02075188143661921,0.032076289259637236,0.032076290524497564,0.03207632934481919,0.02313607338689707,0.020819007227687456,0.03259869990576214,0.033348485000068984,0.03371744953715883,15.98659532781521,0.03207628925962869
